"OrderID","InvoiceDate","CustomerID","OrderVolume","ShipMode","Segment","Category","PaymentTerm","Discount","ExistingPurchaseOrder","FirstCustomerOrder","CashInDate"
"O-12443","2012-06-11",1012,1367.4,"First Class","Corporate","Furniture",14,"5%","Yes","No","2012-07-09"
"O-12444","2012-06-11",1009,1084.68,"Standard Class","Consumer","Office Supplies",30,"3%","No","No","2012-07-19"
"O-12445","2012-06-11",1013,1220.87,"Standard Class","Consumer","Technology",45,"0%","No","No","2012-08-05"
"O-12446","2012-06-11",1014,461.43,"Second Class","Corporate","Furniture",14,"3%","Yes","No","2012-07-04"
"O-12448","2012-06-11",1004,355.36,"Second Class","Consumer","Furniture",30,"0%","Yes","No","2012-06-25"
"O-12449","2012-06-11",1028,285.8,"Second Class","Consumer","Technology",45,"5%","No","No","2012-07-22"
"O-12450","2012-06-11",1008,438.84,"Standard Class","Consumer","Furniture",45,"5%","Yes","No","2012-07-08"
"O-12452","2012-06-11",1013,821.4,"Standard Class","Consumer","Technology",45,"5%","Yes","No","2012-07-19"
"O-12453","2012-06-11",1025,182.69,"Standard Class","Corporate","Furniture",45,"3%","Yes","No","2012-07-31"
"O-12454","2012-06-11",1013,379.0,"Standard Class","Consumer","Technology",14,"5%","Yes","No","2012-06-29"
"O-12455","2012-06-11",1010,509.04,"Standard Class","Consumer","Technology",14,"5%","Yes","No","2012-07-02"
"O-12456","2012-06-11",1004,140.38,"Second Class","Consumer","Technology",45,"0%","Yes","No","2012-07-06"
"O-12457","2012-06-11",1020,151.56,"Standard Class","Consumer","Office Supplies",30,"5%","No","No","2012-07-11"
"O-12458","2012-06-11",1006,65.59,"Standard Class","Consumer","Technology",30,"3%","Yes","No","2012-07-07"
"O-12459","2012-06-11",1008,44.52,"Same Day","Consumer","Furniture",45,"0%","Yes","No","2012-07-19"
"O-12460","2012-06-11",1026,57.75,"Second Class","Corporate","Office Supplies",30,"5%","Yes","No","2012-07-26"
"O-12461","2012-06-11",1015,80.38,"Second Class","Consumer","Office Supplies",30,"3%","Yes","No","2012-07-17"
"O-12462","2012-06-11",1024,47.02,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-08-02"
"O-12463","2012-06-11",1011,25.92,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2012-07-16"
"O-12464","2012-06-11",1026,37.13,"Second Class","Corporate","Office Supplies",30,"5%","Yes","No","2012-07-26"
"O-12465","2012-06-11",1025,29.64,"Standard Class","Corporate","Office Supplies",45,"3%","Yes","No","2012-08-13"
"O-12466","2012-06-11",1008,84.6,"Standard Class","Consumer","Technology",45,"5%","Yes","No","2012-07-13"
"O-12467","2012-06-11",1007,40.14,"Standard Class","Corporate","Furniture",45,"3%","Yes","No","2012-07-31"
"O-12468","2012-06-11",1007,35.73,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-07-27"
"O-12470","2012-06-11",1013,68.58,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2012-07-15"
"O-12471","2012-06-11",1013,25.24,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-21"
"O-12472","2012-06-11",1005,8.02,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2012-08-04"
"O-12473","2012-06-11",1007,20.94,"Second Class","Corporate","Office Supplies",30,"5%","Yes","No","2012-07-23"
"O-12474","2012-06-11",1024,4.57,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2012-07-27"
"O-12475","2012-06-12",1018,1291.08,"First Class","Corporate","Technology",45,"5%","Yes","No","2012-07-24"
"O-12476","2012-06-12",1005,1123.92,"First Class","Corporate","Furniture",45,"5%","Yes","No","2012-07-18"
"O-12477","2012-06-12",1019,1036.62,"First Class","Corporate","Office Supplies",45,"0%","Yes","No","2012-07-31"
"O-12478","2012-06-12",1028,509.87,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2012-07-04"
"O-12479","2012-06-12",1029,497.66,"Standard Class","Corporate","Furniture",45,"5%","Yes","No","2012-07-28"
"O-12481","2012-06-12",1019,516.96,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2012-07-11"
"O-12482","2012-06-12",1005,249.58,"First Class","Corporate","Technology",14,"5%","No","No","2012-07-14"
"O-12484","2012-06-12",1010,122.43,"Standard Class","Consumer","Furniture",45,"3%","Yes","No","2012-08-01"
"O-12485","2012-06-12",1011,173.49,"Standard Class","Corporate","Office Supplies",14,"3%","Yes","No","2012-07-20"
"O-12486","2012-06-12",1010,110.76,"First Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-19"
"O-12487","2012-06-12",1019,78.6,"First Class","Corporate","Office Supplies",30,"0%","Yes","No","2012-07-19"
"O-12488","2012-06-12",1029,57.43,"Standard Class","Corporate","Technology",14,"0%","Yes","No","2012-06-29"
"O-12490","2012-06-12",1013,174.0,"Standard Class","Consumer","Office Supplies",45,"5%","Yes","No","2012-08-07"
"O-12491","2012-06-12",1005,60.77,"First Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-07-28"
"O-12492","2012-06-12",1029,54.64,"Standard Class","Corporate","Office Supplies",30,"0%","No","No","2012-08-09"
"O-12493","2012-06-12",1014,37.59,"First Class","Corporate","Office Supplies",30,"3%","Yes","No","2012-07-22"
"O-12494","2012-06-12",1016,173.21,"Standard Class","Corporate","Furniture",14,"3%","Yes","No","2012-07-13"
"O-12496","2012-06-12",1013,66.48,"First Class","Consumer","Office Supplies",45,"3%","Yes","No","2012-08-02"
"O-12497","2012-06-12",1024,40.21,"Standard Class","Corporate","Office Supplies",14,"3%","Yes","No","2012-07-24"
"O-12498","2012-06-12",1013,92.3,"Standard Class","Consumer","Furniture",14,"5%","Yes","No","2012-07-10"
"O-12499","2012-06-12",1025,23.76,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-08-09"
"O-12502","2012-06-12",1023,75.13,"Standard Class","Consumer","Office Supplies",45,"0%","Yes","No","2012-07-24"
"O-12506","2012-06-12",1005,42.24,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-07-31"
"O-12509","2012-06-12",1010,15.0,"Standard Class","Consumer","Office Supplies",14,"0%","Yes","No","2012-07-20"
"O-12510","2012-06-12",1025,22.68,"Standard Class","Corporate","Office Supplies",45,"3%","Yes","No","2012-08-07"
"O-12511","2012-06-12",1019,18.26,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2012-07-15"
"O-12514","2012-06-12",1017,13.2,"Standard Class","Corporate","Office Supplies",14,"3%","Yes","No","2012-07-13"
"O-12515","2012-06-12",1010,33.78,"First Class","Consumer","Office Supplies",45,"5%","Yes","No","2012-08-04"
"O-12516","2012-06-12",1012,11.22,"Standard Class","Corporate","Office Supplies",30,"0%","No","No","2012-08-07"
"O-12517","2012-06-12",1013,13.44,"First Class","Consumer","Office Supplies",45,"5%","Yes","No","2012-08-01"
"O-12518","2012-06-12",1000,25.31,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-21"
"O-12520","2012-06-12",1016,3.77,"First Class","Corporate","Office Supplies",14,"0%","No","No","2012-07-18"
"O-12521","2012-06-12",1025,7.2,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2012-07-25"
"O-12523","2012-06-12",1019,4.45,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-07-24"
"O-12524","2012-06-12",1004,2.38,"Standard Class","Consumer","Technology",30,"5%","Yes","No","2012-06-15"
"O-12525","2012-06-13",1029,3068.36,"Same Day","Corporate","Technology",45,"5%","Yes","No","2012-07-10"
"O-12526","2012-06-13",1024,442.26,"Same Day","Corporate","Office Supplies",30,"5%","Yes","No","2012-07-28"
"O-12527","2012-06-13",1020,1490.7,"Second Class","Consumer","Technology",30,"0%","Yes","No","2012-06-28"
"O-12528","2012-06-13",1029,366.21,"Standard Class","Corporate","Furniture",14,"0%","Yes","No","2012-07-18"
"O-12529","2012-06-13",1024,594.16,"Standard Class","Corporate","Technology",30,"0%","Yes","No","2012-07-22"
"O-12530","2012-06-13",1028,369.72,"Standard Class","Consumer","Technology",45,"0%","Yes","No","2012-07-17"
"O-12531","2012-06-13",1029,312.06,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2012-08-04"
"O-12532","2012-06-13",1008,151.74,"Second Class","Consumer","Office Supplies",45,"5%","Yes","No","2012-07-25"
"O-12533","2012-06-13",1029,216.3,"Standard Class","Corporate","Furniture",45,"0%","Yes","No","2012-07-28"
"O-12534","2012-06-13",1020,97.44,"Second Class","Consumer","Office Supplies",14,"3%","Yes","No","2012-07-01"
"O-12535","2012-06-13",1010,426.04,"Standard Class","Consumer","Technology",14,"3%","No","No","2012-07-15"
"O-12536","2012-06-13",1024,283.14,"Standard Class","Corporate","Furniture",14,"0%","Yes","No","2012-07-17"
"O-12537","2012-06-13",1020,148.5,"Second Class","Consumer","Office Supplies",14,"3%","Yes","No","2012-06-26"
"O-12538","2012-06-13",1020,104.4,"Second Class","Consumer","Office Supplies",14,"3%","Yes","No","2012-07-01"
"O-12539","2012-06-13",1013,77.4,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2012-07-10"
"O-12540","2012-06-13",1026,129.28,"Standard Class","Corporate","Technology",30,"3%","Yes","No","2012-07-25"
"O-12541","2012-06-13",1030,146.45,"Standard Class","Corporate","Office Supplies",45,"3%","Yes","No","2012-07-26"
"O-12542","2012-06-13",1010,56.2,"Second Class","Consumer","Furniture",30,"0%","Yes","No","2012-07-27"
"O-12543","2012-06-13",1028,54.66,"Standard Class","Consumer","Office Supplies",45,"5%","Yes","No","2012-07-23"
"O-12545","2012-06-13",1029,35.16,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2012-07-13"
"O-12547","2012-06-13",1000,37.76,"Standard Class","Consumer","Technology",45,"5%","Yes","No","2012-07-06"
"O-12549","2012-06-13",1028,52.2,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-16"
"O-12550","2012-06-13",1029,20.16,"Standard Class","Corporate","Office Supplies",30,"3%","Yes","No","2012-07-23"
"O-12551","2012-06-13",1025,5.12,"First Class","Corporate","Office Supplies",14,"0%","Yes","No","2012-07-24"
"O-12552","2012-06-13",1009,21.72,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-19"
"O-12553","2012-06-13",1031,12.96,"Standard Class","Consumer","Office Supplies",45,"5%","Yes","No","2012-07-21"
"O-12554","2012-06-13",1010,12.32,"Standard Class","Consumer","Office Supplies",14,"3%","Yes","No","2012-07-17"
"O-12555","2012-06-13",1025,21.02,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-08-02"
"O-12556","2012-06-13",1025,10.09,"Standard Class","Corporate","Furniture",45,"5%","No","No","2012-08-08"
"O-12558","2012-06-13",1006,5.74,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2012-07-03"
"O-12559","2012-06-13",1027,10.68,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-25"
"O-12562","2012-06-14",1023,567.0,"First Class","Consumer","Technology",30,"5%","Yes","No","2012-07-01"
"O-12563","2012-06-14",1008,463.32,"Second Class","Consumer","Technology",14,"3%","Yes","No","2012-06-30"
"O-12564","2012-06-14",1023,391.14,"First Class","Consumer","Furniture",30,"3%","Yes","No","2012-07-08"
"O-12565","2012-06-14",1023,795.6,"First Class","Consumer","Office Supplies",30,"0%","Yes","No","2012-07-19"
"O-12566","2012-06-14",1012,104.16,"First Class","Corporate","Technology",30,"5%","No","No","2012-07-27"
"O-12567","2012-06-14",1020,161.16,"Second Class","Consumer","Technology",45,"0%","Yes","No","2012-07-20"
"O-12568","2012-06-14",1025,583.87,"Standard Class","Corporate","Furniture",45,"5%","Yes","No","2012-08-03"
"O-12570","2012-06-14",1020,228.74,"Standard Class","Consumer","Furniture",45,"5%","Yes","No","2012-07-10"
"O-12571","2012-06-14",1004,36.62,"First Class","Consumer","Office Supplies",30,"5%","No","No","2012-07-11"
"O-12572","2012-06-14",1025,20.04,"First Class","Corporate","Office Supplies",45,"0%","Yes","No","2012-08-19"
"O-12573","2012-06-14",1028,130.73,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-23"
"O-12575","2012-06-14",1020,15.96,"Standard Class","Consumer","Office Supplies",45,"0%","Yes","No","2012-07-22"
"O-12576","2012-06-14",1025,33.22,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2012-07-18"
"O-12577","2012-06-14",1028,20.97,"Second Class","Consumer","Office Supplies",14,"5%","Yes","No","2012-07-04"
"O-12578","2012-06-14",1008,6.52,"Second Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-11"
"O-12579","2012-06-15",1030,980.52,"Same Day","Corporate","Technology",45,"5%","Yes","No","2012-07-15"
"O-12580","2012-06-15",1026,987.96,"Same Day","Corporate","Furniture",14,"3%","No","No","2012-07-29"
"O-12581","2012-06-15",1012,863.2,"First Class","Corporate","Technology",14,"5%","Yes","No","2012-07-14"
"O-12582","2012-06-15",1015,1419.66,"Standard Class","Consumer","Technology",45,"3%","Yes","No","2012-07-24"
"O-12583","2012-06-15",1000,826.56,"Standard Class","Consumer","Furniture",14,"0%","Yes","No","2012-07-06"
"O-12584","2012-06-15",1029,839.89,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2012-08-05"
"O-12586","2012-06-15",1030,402.39,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2012-07-22"
"O-12588","2012-06-15",1025,137.6,"First Class","Corporate","Furniture",30,"5%","Yes","No","2012-07-21"
"O-12589","2012-06-15",1010,193.56,"First Class","Consumer","Office Supplies",14,"5%","No","No","2012-07-20"
"O-12592","2012-06-15",1024,213.12,"Second Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-08-12"
"O-12593","2012-06-15",1030,90.36,"Same Day","Corporate","Office Supplies",30,"5%","Yes","No","2012-07-20"
"O-12595","2012-06-15",1029,325.8,"Second Class","Corporate","Furniture",45,"3%","Yes","No","2012-07-22"
"O-12596","2012-06-15",1005,113.1,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2012-07-27"
"O-12598","2012-06-15",1015,44.64,"First Class","Consumer","Office Supplies",30,"0%","Yes","No","2012-07-28"
"O-12599","2012-06-15",1007,229.62,"Same Day","Corporate","Technology",14,"5%","Yes","No","2012-07-14"
"O-12601","2012-06-15",1013,167.3,"Standard Class","Consumer","Technology",30,"3%","Yes","No","2012-07-14"
"O-12602","2012-06-15",1008,77.53,"Standard Class","Consumer","Furniture",30,"3%","Yes","No","2012-07-08"
"O-12603","2012-06-15",1024,84.06,"Second Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-08-11"
"O-12605","2012-06-15",1013,110.48,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2012-07-16"
"O-12606","2012-06-15",1029,166.5,"Second Class","Corporate","Technology",14,"3%","No","No","2012-07-14"
"O-12607","2012-06-15",1029,74.11,"Second Class","Corporate","Office Supplies",14,"5%","Yes","No","2012-07-09"
"O-12608","2012-06-15",1020,52.92,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2012-06-30"
"O-12609","2012-06-15",1029,100.28,"Second Class","Corporate","Office Supplies",30,"3%","Yes","No","2012-07-22"
"O-12610","2012-06-15",1018,25.05,"Second Class","Corporate","Office Supplies",30,"3%","Yes","No","2012-07-24"
"O-12611","2012-06-15",1026,27.96,"Same Day","Corporate","Office Supplies",30,"3%","No","No","2012-08-05"
"O-12612","2012-06-15",1010,59.34,"Standard Class","Consumer","Office Supplies",45,"3%","Yes","No","2012-08-11"
"O-12613","2012-06-15",1013,31.33,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2012-07-22"
"O-12614","2012-06-15",1007,87.16,"Standard Class","Corporate","Office Supplies",14,"3%","Yes","No","2012-07-22"
"O-12615","2012-06-15",1008,65.14,"Second Class","Consumer","Office Supplies",14,"3%","Yes","No","2012-07-04"
"O-12616","2012-06-15",1010,55.5,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-29"
"O-12617","2012-06-15",1015,31.86,"Standard Class","Consumer","Office Supplies",30,"3%","Yes","No","2012-07-26"
"O-12618","2012-06-15",1015,24.84,"First Class","Consumer","Office Supplies",45,"5%","No","No","2012-08-03"
"O-12621","2012-06-15",1010,112.92,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-27"
"O-12622","2012-06-15",1000,47.82,"Standard Class","Consumer","Technology",45,"5%","Yes","No","2012-07-21"
"O-12623","2012-06-15",1016,3.42,"Second Class","Corporate","Office Supplies",30,"5%","Yes","No","2012-07-18"
"O-12624","2012-06-15",1007,30.24,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2012-08-02"
"O-12626","2012-06-15",1029,11.61,"Second Class","Corporate","Office Supplies",30,"5%","Yes","No","2012-07-20"
"O-12627","2012-06-15",1027,14.58,"First Class","Consumer","Office Supplies",45,"3%","Yes","No","2012-08-05"
"O-12628","2012-06-15",1015,12.2,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-24"
"O-12629","2012-06-15",1008,13.08,"Second Class","Consumer","Office Supplies",45,"3%","Yes","No","2012-08-06"
"O-12630","2012-06-15",1000,4.35,"Standard Class","Consumer","Office Supplies",45,"5%","Yes","No","2012-08-01"
"O-12631","2012-06-16",1028,714.2,"Standard Class","Consumer","Office Supplies",45,"3%","Yes","No","2012-07-22"
"O-12632","2012-06-16",1023,513.12,"Standard Class","Consumer","Technology",30,"5%","Yes","No","2012-07-07"
"O-12633","2012-06-16",1014,855.36,"Standard Class","Corporate","Furniture",45,"5%","No","No","2012-07-29"
"O-12634","2012-06-16",1028,319.92,"Standard Class","Consumer","Technology",14,"5%","Yes","No","2012-06-29"
"O-12635","2012-06-16",1018,362.85,"Standard Class","Corporate","Furniture",45,"5%","Yes","No","2012-07-30"
"O-12636","2012-06-16",1012,64.8,"Same Day","Corporate","Office Supplies",14,"5%","Yes","No","2012-07-22"
"O-12637","2012-06-16",1028,183.42,"Standard Class","Consumer","Furniture",14,"3%","No","No","2012-07-09"
"O-12639","2012-06-16",1007,154.04,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-08-02"
"O-12640","2012-06-16",1006,137.16,"Standard Class","Consumer","Furniture",45,"3%","Yes","No","2012-07-19"
"O-12641","2012-06-16",1007,96.42,"Standard Class","Corporate","Furniture",14,"5%","Yes","No","2012-07-11"
"O-12642","2012-06-16",1012,97.74,"Standard Class","Corporate","Office Supplies",14,"0%","Yes","No","2012-07-30"
"O-12644","2012-06-16",1004,72.6,"Standard Class","Consumer","Technology",14,"5%","Yes","No","2012-06-19"
"O-12645","2012-06-16",1020,59.82,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-12"
"O-12646","2012-06-16",1020,24.12,"Second Class","Consumer","Office Supplies",45,"5%","Yes","No","2012-07-20"
"O-12647","2012-06-16",1004,36.26,"Standard Class","Consumer","Office Supplies",30,"3%","Yes","No","2012-07-06"
"O-12648","2012-06-16",1012,68.83,"Standard Class","Corporate","Technology",30,"5%","Yes","No","2012-07-18"
"O-12649","2012-06-16",1025,35.83,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2012-08-14"
"O-12650","2012-06-16",1031,38.52,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2012-06-30"
"O-12653","2012-06-16",1018,103.56,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-08-03"
"O-12654","2012-06-16",1026,37.01,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2012-07-22"
"O-12655","2012-06-16",1020,46.83,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2012-06-30"
"O-12656","2012-06-16",1012,17.84,"Standard Class","Corporate","Office Supplies",30,"0%","No","No","2012-08-15"
"O-12658","2012-06-16",1004,53.7,"Standard Class","Consumer","Technology",30,"5%","Yes","No","2012-06-28"
"O-12659","2012-06-16",1028,20.58,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-19"
"O-12660","2012-06-16",1025,17.83,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-08-13"
"O-12661","2012-06-16",1004,32.4,"Standard Class","Consumer","Office Supplies",45,"0%","Yes","No","2012-07-26"
"O-12663","2012-06-16",1031,29.16,"Standard Class","Consumer","Furniture",14,"3%","Yes","No","2012-06-23"
"O-12664","2012-06-16",1011,24.56,"Standard Class","Corporate","Office Supplies",30,"3%","Yes","No","2012-07-27"
"O-12666","2012-06-17",1015,1024.68,"First Class","Consumer","Technology",45,"5%","Yes","No","2012-07-21"
"O-12668","2012-06-17",1014,224.4,"Second Class","Corporate","Technology",45,"3%","No","No","2012-08-04"
"O-12669","2012-06-17",1013,495.42,"Standard Class","Consumer","Technology",14,"5%","Yes","No","2012-07-01"
"O-12671","2012-06-17",1026,491.82,"Standard Class","Corporate","Technology",14,"5%","Yes","No","2012-07-20"
"O-12673","2012-06-17",1010,398.52,"Standard Class","Consumer","Furniture",30,"3%","Yes","No","2012-07-20"
"O-12674","2012-06-17",1015,141.82,"First Class","Consumer","Furniture",30,"0%","Yes","No","2012-07-29"
"O-12675","2012-06-17",1013,220.44,"Same Day","Consumer","Technology",14,"5%","Yes","No","2012-07-13"
"O-12676","2012-06-17",1010,333.96,"Same Day","Consumer","Technology",30,"5%","No","No","2012-07-25"
"O-12677","2012-06-17",1026,372.56,"Standard Class","Corporate","Technology",14,"3%","No","No","2012-07-22"
"O-12679","2012-06-17",1006,211.62,"Second Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-12"
"O-12680","2012-06-17",1024,335.61,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2012-07-24"
"O-12682","2012-06-17",1006,79.5,"Second Class","Consumer","Office Supplies",14,"3%","Yes","No","2012-07-14"
"O-12683","2012-06-17",1006,155.92,"Standard Class","Consumer","Furniture",45,"5%","Yes","No","2012-07-13"
"O-12684","2012-06-17",1013,97.86,"Standard Class","Consumer","Office Supplies",30,"3%","No","No","2012-08-04"
"O-12685","2012-06-17",1013,66.48,"Standard Class","Consumer","Office Supplies",14,"3%","Yes","No","2012-07-24"
"O-12686","2012-06-17",1013,473.84,"Standard Class","Consumer","Furniture",30,"5%","Yes","No","2012-07-18"
"O-12687","2012-06-17",1015,60.83,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-20"
"O-12689","2012-06-17",1015,32.4,"First Class","Consumer","Office Supplies",14,"5%","Yes","No","2012-07-15"
"O-12690","2012-06-17",1013,49.56,"Standard Class","Consumer","Office Supplies",45,"5%","Yes","No","2012-08-08"
"O-12691","2012-06-17",1027,50.22,"Second Class","Consumer","Furniture",30,"3%","Yes","No","2012-07-16"
"O-12692","2012-06-17",1014,53.73,"Second Class","Corporate","Office Supplies",30,"0%","Yes","No","2012-08-02"
"O-12693","2012-06-17",1023,49.26,"Second Class","Consumer","Office Supplies",30,"3%","Yes","No","2012-07-17"
"O-12694","2012-06-17",1013,49.42,"Standard Class","Consumer","Office Supplies",14,"5%","No","No","2012-07-24"
"O-12695","2012-06-17",1018,28.02,"Second Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-08-07"
"O-12696","2012-06-17",1027,30.78,"Second Class","Consumer","Technology",30,"5%","Yes","No","2012-07-10"
"O-12697","2012-06-17",1029,101.53,"Standard Class","Corporate","Office Supplies",14,"3%","No","No","2012-07-30"
"O-12698","2012-06-17",1013,60.32,"Standard Class","Consumer","Office Supplies",45,"3%","Yes","No","2012-08-07"
"O-12699","2012-06-17",1013,35.76,"Same Day","Consumer","Office Supplies",45,"5%","Yes","No","2012-08-08"
"O-12701","2012-06-17",1031,11.67,"First Class","Consumer","Technology",30,"5%","Yes","No","2012-06-29"
"O-12702","2012-06-17",1013,18.08,"Standard Class","Consumer","Office Supplies",14,"0%","Yes","No","2012-08-04"
"O-12703","2012-06-17",1010,50.46,"Standard Class","Consumer","Furniture",45,"0%","Yes","No","2012-08-04"
"O-12704","2012-06-17",1004,43.3,"Standard Class","Consumer","Furniture",45,"5%","Yes","No","2012-07-11"
"O-12706","2012-06-17",1031,29.9,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2012-06-24"
"O-12707","2012-06-17",1002,29.67,"Standard Class","Corporate","Office Supplies",14,"3%","Yes","No","2012-07-18"
"O-12708","2012-06-17",1013,31.2,"Standard Class","Consumer","Office Supplies",45,"3%","Yes","No","2012-08-13"
"O-12709","2012-06-17",1031,20.74,"Standard Class","Consumer","Office Supplies",45,"0%","Yes","No","2012-07-25"
"O-12710","2012-06-17",1021,17.4,"Second Class","Corporate","Office Supplies",30,"5%","Yes","No","2012-08-09"
"O-12712","2012-06-17",1024,11.91,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2012-08-15"
"O-12713","2012-06-17",1029,15.04,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2012-07-22"
"O-12714","2012-06-17",1019,6.48,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-07-30"
"O-12715","2012-06-17",1006,4.88,"Standard Class","Consumer","Office Supplies",14,"3%","Yes","No","2012-07-07"
"O-12716","2012-06-17",1022,8.82,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2012-08-18"
"O-12717","2012-06-18",1018,2011.92,"Standard Class","Corporate","Furniture",14,"3%","Yes","No","2012-07-16"
"O-12718","2012-06-18",1000,967.2,"Standard Class","Consumer","Technology",45,"0%","Yes","No","2012-07-17"
"O-12719","2012-06-18",1010,492.84,"Same Day","Consumer","Technology",14,"5%","Yes","No","2012-07-10"
"O-12721","2012-06-18",1026,558.18,"Standard Class","Corporate","Technology",45,"5%","Yes","No","2012-08-01"
"O-12722","2012-06-18",1018,529.2,"Standard Class","Corporate","Furniture",30,"5%","Yes","No","2012-07-27"
"O-12723","2012-06-18",1027,107.4,"First Class","Consumer","Technology",45,"3%","Yes","No","2012-07-15"
"O-12724","2012-06-18",1008,484.51,"Standard Class","Consumer","Technology",45,"0%","Yes","No","2012-07-18"
"O-12725","2012-06-18",1027,244.14,"Standard Class","Consumer","Furniture",45,"3%","Yes","No","2012-07-29"
"O-12726","2012-06-18",1013,165.39,"Standard Class","Consumer","Technology",30,"5%","Yes","No","2012-07-17"
"O-12727","2012-06-18",1015,47.04,"Second Class","Consumer","Office Supplies",45,"5%","Yes","No","2012-08-01"
"O-12731","2012-06-18",1014,108.42,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2012-08-01"
"O-12732","2012-06-18",1006,86.22,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-07"
"O-12733","2012-06-18",1010,25.12,"Same Day","Consumer","Office Supplies",14,"5%","Yes","No","2012-07-21"
"O-12734","2012-06-18",1015,26.94,"Second Class","Consumer","Office Supplies",30,"5%","Yes","No","2012-07-28"
"O-12736","2012-06-18",1010,21.84,"Same Day","Consumer","Office Supplies",45,"3%","Yes","No","2012-08-18"
"O-12737","2012-06-18",1012,126.34,"Standard Class","Corporate","Office Supplies",45,"0%","No","No","2012-08-31"
"O-12738","2012-06-18",1021,100.02,"Standard Class","Corporate","Furniture",14,"3%","Yes","No","2012-07-24"
"O-12740","2012-06-18",1015,75.0,"Standard Class","Consumer","Office Supplies",14,"0%","Yes","No","2012-07-20"
"O-12741","2012-06-18",1015,46.69,"Second Class","Consumer","Office Supplies",45,"0%","Yes","No","2012-08-06"
"O-12742","2012-06-18",1027,42.62,"First Class","Consumer","Office Supplies",45,"5%","Yes","No","2012-07-28"
"O-12743","2012-06-18",1007,25.08,"Standard Class","Corporate","Office Supplies",14,"0%","Yes","No","2012-07-28"
